path;offset;bytes;extract
ai/000.bin;0x151B6;42 D7 DA 63;  ガーディアン候補
ai/000.bin;0x151B6;93 11 EA 68;ブルースケイル・ディアー
ai/000.bin;0x151B6;33 8E E7 69;Duo 理想の妹 メーア
ai/000.bin;0x151B6;B0 4A D0 6A;カラミティタワー・ワイバーン
ai/000.bin;0x151B6;E8 83 60 6B;デアデビル・サムラーイ
ai/000.bin;0x151B6;4B D4 AE 6B;  合計シールド : 
ai/000.bin;0x151B6;DC 4C 2C 6E;立春の花乙姫 プリマヴェーラ
ai/000.bin;0x151B6;88 DD 98 6F;フォートレス・アンモナイト
ai/000.bin;0x151B6;11 E8 1D 70;神託の女王 ヒミコ
ai/000.bin;0x151B6;E4 FB 3C 72;蒼嵐候補生 アノス
ai/000.bin;0x151B6;BF 35 68 72;タイダル・アサルト
ai/000.bin;0x151B6;29 EF C2 73;  対象(%d) : %s
ai/000.bin;0x151B6;5A 1C 38 7C;宝石騎士 ぷりずみー
ai/000.bin;0x151B6;7C 3A 8B 81;解放者 バーニング・ブロー
ai/000.bin;0x151B6;E1 95 2F 85;聖棍の探索者 オクタウィウス
ai/000.bin;0x151B6;DA 63 6D 85;次元ロボ ダイブレイブ
ai/000.bin;0x151B6;46 DE 4B 88;ダークメタル・ドラゴン
ai/000.bin;0x151B6;6A D5 6E 8A;カタナライザー
ai/000.bin;0x151B6;D1 DD 00 8D;ダーク・キャット
ai/000.bin;0x151B6;A0 D8 63 8D;大宇宙勇機 グランギャロップ
ai/000.bin;0x151B6;1F 10 24 8F;上
ai/000.bin;0x151B6;6C E6 93 8F;真黒の賢者 カロン
ai/000.bin;0x151B6;5D 93 52 90;木漏れ日の貴婦人
ai/000.bin;0x151B6;BB E2 E9 90;永劫不敗 アシュラ・カイザー
ai/000.bin;0x151B6;E1 26 37 94;魔竜戦鬼 チャトゥラ
ai/000.bin;0x151B6;6A 0F 95 94;  アタッカーのパワー : %d(%d)
ai/000.bin;0x151B6;7F BB 35 95;覇天皇竜 ドラゴニック・オーバーロード “The Ace”
ai/000.bin;0x151B6;E1 3B 61 98;猛将 ザカリー
ai/000.bin;0x151B6;17 6F DB 98;ドラゴンモンク ゴジョー
ai/000.bin;0x151B6;0C DD 47 9B;バトルシスター ぱるふぇ
ai/000.bin;0x151B6;1A 2D D2 9C;マイスガード フォーマルハウト
ai/000.bin;0x151B6;CA 30 36 9F;指揮官 ゲイリー・ギャノン
ai/000.bin;0x151B6;69 08 3B A2;蒼波竜 テトラドライブ・ドラゴン
ai/000.bin;0x151B6;F1 51 AA A2;スチームファイター バリフ
ai/000.bin;0x151B6;A4 F3 D7 A7;  アタッカーのクリティカル : %d
ai/000.bin;0x151B6;BD FD F6 A7;メチャバトラー ランボール
ai/000.bin;0x151B6;43 39 46 AB;蒼嵐水将 スピロス
ai/000.bin;0x151B6;37 A8 35 AC;ペタル・フェアリー
ai/000.bin;0x151B6;9F 77 42 AC;フレアウィップ・ドラゴン
ai/000.bin;0x151B6;DC 8C AB AC;炎の吐息 キャリー
ai/000.bin;0x151B6;A3 70 B0 B3;撃退者 ブラッドマスター
ai/000.bin;0x151B6;39 6A 36 B5;超鋼闘機 ヘヴィデューク
ai/000.bin;0x151B6;F7 48 21 B9;ドラゴンナイト ジャラール
ai/000.bin;0x151B6;4D 11 72 B9;グラスビーズ・ドラゴン
ai/000.bin;0x151B6;88 EF 6D BC;イニグマン・トルネード
ai/000.bin;0x151B6;7F 60 32 BD;お天気お姉さん らむね
ai/000.bin;0x151B6;ED F8 CC BD;ファイナル・レンチ
ai/000.bin;0x151B6;11 9F 48 BE;修羅忍竜 ダラニコンゴウ
ai/000.bin;0x151B6;1D 17 4A BF;スターライト・ヘッジホッグ
ai/000.bin;0x151B6;CF AA 4F C1;煉獄竜 ドラゴニック・ネオフレイム
ai/000.bin;0x151B6;7C 17 CE C1;ラナンキュラスの花乙女 アーシャ
ai/000.bin;0x151B6;32 A7 9C C5;カップルダガー・セイラー
ai/000.bin;0x151B6;15 6E A2 C8;ウィステリアナイト
ai/000.bin;0x151B6;90 9C 38 CB;ドローイング・ドレッド
ai/000.bin;0x151B6;AB 51 A7 CB;AI(%d) : レシピ (フラグ:%08x)
ai/000.bin;0x151B6;D8 71 CC CE;ラック・バード
ai/000.bin;0x151B6;74 62 BC D2;フィールド・ドリラー
ai/000.bin;0x151B6;D7 DA C1 D6;AI(%d) : 思考開始 (行動カテゴリ:%d)
ai/000.bin;0x151B6;04 75 4F D7;蒼嵐兵 ラスカル・スイーパー
ai/000.bin;0x151B6;D3 27 A4 D7;ドラゴンナイト ネシャート
ai/000.bin;0x151B6;7C 46 0A D9;忍竜 ドレッドマスター
ai/000.bin;0x151B6;E2 CC 7C D9;エクスカルペイト・ザ・ブラスター
ai/000.bin;0x151B6;6B 1D DB DC;マシニング・モスキート mkⅡ
ai/000.bin;0x151B6;69 E8 61 E1;オーバーロード
ai/000.bin;0x151B6;7D 1F 65 E6;獣神 ナイトジャッカル
ai/000.bin;0x151B6;51 EB 60 E7;メイデン・オブ・レインボーウッド
ai/000.bin;0x151B6;57 CD 2E E8;    
ai/000.bin;0x151B6;19 BA 6C E8;時空竜 ミステリーフレア・ドラゴン
ai/000.bin;0x151B6;CC 1A C6 E8;AI未設定 : attrib = %s
ai/000.bin;0x151B6;DC 5C 61 E9;マシンガン・グロリア
ai/000.bin;0x151B6;83 A0 BD E9;ぐりんがる・探索者
ai/000.bin;0x151B6;39 17 8B F0;星空の解放者 ギネヴィア
ai/000.bin;0x151B6;4B 16 BE F0;鋭気の騎士 エクター
ai/000.bin;0x151B6;BF 43 2B F1;  アタッカー : %s
ai/000.bin;0x151B6;27 25 50 F1;ベアダウン・サムラーイ
ai/000.bin;0x151B6;FC BA BC F1;ドクドク・マッシュルーム
ai/000.bin;0x151B6;37 CA 90 F3;エッグ・ジャグラー
ai/000.bin;0x151B6;1B 60 84 F5;メイデン・オブ・ライブラ
ai/000.bin;0x151B6;FC B0 EB F6;清めの神器 ピュア・エンジェル
ai/000.bin;0x151B6;89 20 23 F8;下
ai/000.bin;0x151B6;DD 4C B3 F8;ターン開始 AI(%d)
ai/001.bin;0xE6B8;34 53 5F 00;湖の巫女 リアン
ai/001.bin;0xE6B8;DC A5 CF 01;  クインテットウォール : %d/%d枚
ai/001.bin;0xE6B8;51 5B 2F 06;ヘキサゴナル・メイガス
ai/001.bin;0xE6B8;DD 9F CC 07;蒼嵐竜 メイルストローム
ai/001.bin;0xE6B8;8D 9F AA 08;  シールドの要求値 : 
ai/001.bin;0xE6B8;76 AE E0 09;ドラゴニック・オーバーロード “The Яe-birth”
ai/001.bin;0xE6B8;02 DC 8B 0D;モーント・ブラウクリューガー
ai/001.bin;0xE6B8;B1 2D 5D 0E;  対象のパワー : %d(%d)%s
ai/001.bin;0xE6B8;24 A1 3B 11;ライジング・ライオネット
ai/001.bin;0xE6B8;CA 98 65 11;神界獣 フェンリル
ai/001.bin;0xE6B8;2F 96 22 12;ダンシング・ウルフ
ai/001.bin;0xE6B8;2F CE 1C 13;花占いの女神 サクヤ
ai/001.bin;0xE6B8;9F 3C 4E 15; + %d
ai/001.bin;0xE6B8;26 7B 30 1A;ネコ執事
ai/001.bin;0xE6B8;8D 20 89 1A;AI未設定 : %s %d
ai/001.bin;0xE6B8;C0 17 EB 1D;マジェスティ・ロードブラスター
ai/001.bin;0xE6B8;49 58 50 21;次元ロボ ダイジェット
ai/001.bin;0xE6B8;8E BC BB 21;  シールドの目標値 : 
ai/001.bin;0xE6B8;00 8C ED 21;みるびる
ai/001.bin;0xE6B8;50 41 74 23;希望の子 トゥルエル
ai/001.bin;0xE6B8;39 5F 97 27;新鋭の騎士 ダヴィド
ai/001.bin;0xE6B8;BE 51 F9 27;餓竜 バトルレックス
ai/001.bin;0xE6B8;F7 2E E0 29;～%d
ai/001.bin;0xE6B8;A6 8F 2A 2A;喧嘩屋 ファイティング・ドラコキッド
ai/001.bin;0xE6B8;CC 14 9E 2B;世界樹の巫女 エレイン
ai/001.bin;0xE6B8;44 62 0C 2D;無音の射手 コンダクタンス
ai/001.bin;0xE6B8;14 30 63 2D;!!!! AI ERROR !!!!\n  
ai/001.bin;0xE6B8;EE 81 9E 32;豪腕拿捕の巨人兵
ai/001.bin;0xE6B8;C5 4D EE 32;ブラスター・ダーク “Diablo”
ai/001.bin;0xE6B8;F1 28 16 33;枚しか選んでいない
ai/001.bin;0xE6B8;BC 1F 35 33;  ブースター : %s
ai/001.bin;0xE6B8;B8 BC F2 37;伏魔忍鬼 カガミジシ
ai/001.bin;0xE6B8;6E 42 D6 38;AI(%d) : アタック情報
ai/001.bin;0xE6B8;B3 AD 45 3A;ブラスター
ai/001.bin;0xE6B8;2A D7 66 43;スターライト・ユニコーン
ai/001.bin;0xE6B8;03 D4 54 45; ヒットされない
ai/001.bin;0xE6B8;2D 3A A7 45;AI(%d) : ガードステップ情報
ai/001.bin;0xE6B8;2C A5 7B 4D;枚選択する必要があるが、
ai/001.bin;0xE6B8;9F A5 E0 4F;ＣＥＯ アマテラス
ai/001.bin;0xE6B8;3A D0 5B 51;メッチャバトラー ビクトール
ai/001.bin;0xE6B8;A6 11 33 52;暗黒竜 ファントム・ブラスター “Diablo”
ai/001.bin;0xE6B8;3C E0 6F 55;ドラゴニック・オーバーロード
ai/001.bin;0xE6B8;DE C1 45 56;解放者
ai/001.bin;0xE6B8;F7 6D 78 57;スタンプ・ラッコ
ai/001.bin;0xE6B8;C5 AF 0D 60;真紅の伝承 メタトロン
ai/001.bin;0xE6B8;80 B0 30 62;竪琴の騎士 トリスタン
ai/001.bin;0xE6B8;75 87 53 62;変革の騎士 ラディナス
ai/001.bin;0xE6B8;47 87 68 63;AI(%d) : 思考時間 %.3f秒 (行動カテゴリ:%d)
ai/001.bin;0xE6B8;55 C8 81 63;  完全ガード : %d/%d枚
ai/001.bin;0xE6B8;42 D7 DA 63;  ガーディアン候補
ai/001.bin;0xE6B8;33 8E E7 69;Duo 理想の妹 メーア
ai/001.bin;0xE6B8;E8 83 60 6B;デアデビル・サムラーイ
ai/001.bin;0xE6B8;4B D4 AE 6B;  合計シールド : 
ai/001.bin;0xE6B8;DC 4C 2C 6E;立春の花乙姫 プリマヴェーラ
ai/001.bin;0xE6B8;11 E8 1D 70;神託の女王 ヒミコ
ai/001.bin;0xE6B8;34 2D 13 71;孤高の騎士 ガンスロッド
ai/001.bin;0xE6B8;E4 FB 3C 72;蒼嵐候補生 アノス
ai/001.bin;0xE6B8;29 EF C2 73;  対象(%d) : %s
ai/001.bin;0xE6B8;0F DA 93 75;武器商人 ゴヴァノン
ai/001.bin;0xE6B8;6E C1 EE 75;小さな賢者 マロン
ai/001.bin;0xE6B8;FA 66 76 77;薔薇の騎士 モルガーナ
ai/001.bin;0xE6B8;5A 1C 38 7C;宝石騎士 ぷりずみー
ai/001.bin;0xE6B8;7C 3A 8B 81;解放者 バーニング・ブロー
ai/001.bin;0xE6B8;E1 95 2F 85;聖棍の探索者 オクタウィウス
ai/001.bin;0xE6B8;DA 63 6D 85;次元ロボ ダイブレイブ
ai/001.bin;0xE6B8;C6 59 9B 86;ふろうがる
ai/001.bin;0xE6B8;46 DE 4B 88;ダークメタル・ドラゴン
ai/001.bin;0xE6B8;6A D5 6E 8A;カタナライザー
ai/001.bin;0xE6B8;A0 D8 63 8D;大宇宙勇機 グランギャロップ
ai/001.bin;0xE6B8;00 F9 E6 8E;盟約の騎士 ランドルフ
ai/001.bin;0xE6B8;1F 10 24 8F;上
ai/001.bin;0xE6B8;6C E6 93 8F;真黒の賢者 カロン
ai/001.bin;0xE6B8;BB E2 E9 90;永劫不敗 アシュラ・カイザー
ai/001.bin;0xE6B8;E1 26 37 94;魔竜戦鬼 チャトゥラ
ai/001.bin;0xE6B8;6A 0F 95 94;  アタッカーのパワー : %d(%d)
ai/001.bin;0xE6B8;7F BB 35 95;覇天皇竜 ドラゴニック・オーバーロード “The Ace”
ai/001.bin;0xE6B8;0C DD 47 9B;バトルシスター ぱるふぇ
ai/001.bin;0xE6B8;1A 2D D2 9C;マイスガード フォーマルハウト
ai/001.bin;0xE6B8;69 08 3B A2;蒼波竜 テトラドライブ・ドラゴン
ai/001.bin;0xE6B8;F1 51 AA A2;スチームファイター バリフ
ai/001.bin;0xE6B8;A4 F3 D7 A7;  アタッカーのクリティカル : %d
ai/001.bin;0xE6B8;BD FD F6 A7;メチャバトラー ランボール
ai/001.bin;0xE6B8;9F 77 42 AC;フレアウィップ・ドラゴン
ai/001.bin;0xE6B8;DD 1B C6 AC;スターダスト・トランペッター
ai/001.bin;0xE6B8;39 6A 36 B5;超鋼闘機 ヘヴィデューク
ai/001.bin;0xE6B8;F7 48 21 B9;ドラゴンナイト ジャラール
ai/001.bin;0xE6B8;A1 A1 07 BB;紅蓮の蝶 ブリジッド
ai/001.bin;0xE6B8;88 EF 6D BC;イニグマン・トルネード
ai/001.bin;0xE6B8;ED F8 CC BD;ファイナル・レンチ
ai/001.bin;0xE6B8;11 9F 48 BE;修羅忍竜 ダラニコンゴウ
ai/001.bin;0xE6B8;CF AA 4F C1;煉獄竜 ドラゴニック・ネオフレイム
ai/001.bin;0xE6B8;7C 17 CE C1;ラナンキュラスの花乙女 アーシャ
ai/001.bin;0xE6B8;15 6E A2 C8;ウィステリアナイト
ai/001.bin;0xE6B8;AB 51 A7 CB;AI(%d) : レシピ (フラグ:%08x)
ai/001.bin;0xE6B8;B0 72 E5 CB;ブラスター・ブレード
ai/001.bin;0xE6B8;9D 57 C2 D1;沈黙の騎士 ギャラティン
ai/001.bin;0xE6B8;D7 DA C1 D6;AI(%d) : 思考開始 (行動カテゴリ:%d)
ai/001.bin;0xE6B8;7C 46 0A D9;忍竜 ドレッドマスター
ai/001.bin;0xE6B8;E2 CC 7C D9;エクスカルペイト・ザ・ブラスター
ai/001.bin;0xE6B8;6B 1D DB DC;マシニング・モスキート mkⅡ
ai/001.bin;0xE6B8;AF 82 E7 DC;断罪の騎士 ボールス
ai/001.bin;0xE6B8;69 E8 61 E1;オーバーロード
ai/001.bin;0xE6B8;66 21 B6 E2;ういんがる
ai/001.bin;0xE6B8;7D 1F 65 E6;獣神 ナイトジャッカル
ai/001.bin;0xE6B8;57 CD 2E E8;    
ai/001.bin;0xE6B8;CC 1A C6 E8;AI未設定 : attrib = %s
ai/001.bin;0xE6B8;83 A0 BD E9;ぐりんがる・探索者
ai/001.bin;0xE6B8;39 17 8B F0;星空の解放者 ギネヴィア
ai/001.bin;0xE6B8;4B 16 BE F0;鋭気の騎士 エクター
ai/001.bin;0xE6B8;BF 43 2B F1;  アタッカー : %s
ai/001.bin;0xE6B8;27 25 50 F1;ベアダウン・サムラーイ
ai/001.bin;0xE6B8;FC B0 EB F6;清めの神器 ピュア・エンジェル
ai/001.bin;0xE6B8;89 20 23 F8;下
ai/001.bin;0xE6B8;DD 4C B3 F8;ターン開始 AI(%d)
ai/001.bin;0xE6B8;97 B0 A0 FB;幸運の運び手 エポナ
ai/002.bin;0xE7C6;DC A5 CF 01;  クインテットウォール : %d/%d枚
ai/002.bin;0xE7C6;51 5B 2F 06;ヘキサゴナル・メイガス
ai/002.bin;0xE7C6;DD 9F CC 07;蒼嵐竜 メイルストローム
ai/002.bin;0xE7C6;8D 9F AA 08;  シールドの要求値 : 
ai/002.bin;0xE7C6;76 AE E0 09;ドラゴニック・オーバーロード “The Яe-birth”
ai/002.bin;0xE7C6;02 DC 8B 0D;モーント・ブラウクリューガー
ai/002.bin;0xE7C6;B1 2D 5D 0E;  対象のパワー : %d(%d)%s
ai/002.bin;0xE7C6;24 A1 3B 11;ライジング・ライオネット
ai/002.bin;0xE7C6;CA 98 65 11;神界獣 フェンリル
ai/002.bin;0xE7C6;2F 96 22 12;ダンシング・ウルフ
ai/002.bin;0xE7C6;2F CE 1C 13;花占いの女神 サクヤ
ai/002.bin;0xE7C6;9F 3C 4E 15; + %d
ai/002.bin;0xE7C6;AF FB 60 16;ワイバーンストライク テージャス
ai/002.bin;0xE7C6;F7 00 FA 17;ワイバーンストライク ジャラン
ai/002.bin;0xE7C6;24 7A 2C 18;希望の火 エルモ
ai/002.bin;0xE7C6;8A E5 A7 19;バーサーク・ドラゴン
ai/002.bin;0xE7C6;26 7B 30 1A;ネコ執事
ai/002.bin;0xE7C6;8D 20 89 1A;AI未設定 : %s %d
ai/002.bin;0xE7C6;95 31 10 1D;封竜 カルゼ
ai/002.bin;0xE7C6;43 68 8A 1D;ドラゴンナイト ネハーレン
ai/002.bin;0xE7C6;49 58 50 21;次元ロボ ダイジェット
ai/002.bin;0xE7C6;8E BC BB 21;  シールドの目標値 : 
ai/002.bin;0xE7C6;50 41 74 23;希望の子 トゥルエル
ai/002.bin;0xE7C6;39 5F 97 27;新鋭の騎士 ダヴィド
ai/002.bin;0xE7C6;BE 51 F9 27;餓竜 バトルレックス
ai/002.bin;0xE7C6;F7 2E E0 29;～%d
ai/002.bin;0xE7C6;A6 8F 2A 2A;喧嘩屋 ファイティング・ドラコキッド
ai/002.bin;0xE7C6;44 62 0C 2D;無音の射手 コンダクタンス
ai/002.bin;0xE7C6;14 30 63 2D;!!!! AI ERROR !!!!\n  
ai/002.bin;0xE7C6;EE 81 9E 32;豪腕拿捕の巨人兵
ai/002.bin;0xE7C6;C5 4D EE 32;ブラスター・ダーク “Diablo”
ai/002.bin;0xE7C6;F1 28 16 33;枚しか選んでいない
ai/002.bin;0xE7C6;BC 1F 35 33;  ブースター : %s
ai/002.bin;0xE7C6;79 9C 06 34;ドラゴンモンク ゲンジョウ
ai/002.bin;0xE7C6;B8 BC F2 37;伏魔忍鬼 カガミジシ
ai/002.bin;0xE7C6;6E 42 D6 38;AI(%d) : アタック情報
ai/002.bin;0xE7C6;B3 AD 45 3A;ブラスター
ai/002.bin;0xE7C6;03 D4 54 45; ヒットされない
ai/002.bin;0xE7C6;2D 3A A7 45;AI(%d) : ガードステップ情報
ai/002.bin;0xE7C6;2C A5 7B 4D;枚選択する必要があるが、
ai/002.bin;0xE7C6;9F A5 E0 4F;ＣＥＯ アマテラス
ai/002.bin;0xE7C6;3A D0 5B 51;メッチャバトラー ビクトール
ai/002.bin;0xE7C6;A6 11 33 52;暗黒竜 ファントム・ブラスター “Diablo”
ai/002.bin;0xE7C6;3C E0 6F 55;ドラゴニック・オーバーロード
ai/002.bin;0xE7C6;DE C1 45 56;解放者
ai/002.bin;0xE7C6;F7 6D 78 57;スタンプ・ラッコ
ai/002.bin;0xE7C6;C5 AF 0D 60;真紅の伝承 メタトロン
ai/002.bin;0xE7C6;47 87 68 63;AI(%d) : 思考時間 %.3f秒 (行動カテゴリ:%d)
ai/002.bin;0xE7C6;55 C8 81 63;  完全ガード : %d/%d枚
ai/002.bin;0xE7C6;42 D7 DA 63;  ガーディアン候補
ai/002.bin;0xE7C6;B3 A1 C5 64;リザードソルジャー ガンルー
ai/002.bin;0xE7C6;33 8E E7 69;Duo 理想の妹 メーア
ai/002.bin;0xE7C6;B0 4A D0 6A;カラミティタワー・ワイバーン
ai/002.bin;0xE7C6;E8 83 60 6B;デアデビル・サムラーイ
ai/002.bin;0xE7C6;4B D4 AE 6B;  合計シールド : 
ai/002.bin;0xE7C6;DC 4C 2C 6E;立春の花乙姫 プリマヴェーラ
ai/002.bin;0xE7C6;11 E8 1D 70;神託の女王 ヒミコ
ai/002.bin;0xE7C6;57 49 B8 70;魔竜導師 ラクシャ
ai/002.bin;0xE7C6;E4 FB 3C 72;蒼嵐候補生 アノス
ai/002.bin;0xE7C6;29 EF C2 73;  対象(%d) : %s
ai/002.bin;0xE7C6;7C 3A 8B 81;解放者 バーニング・ブロー
ai/002.bin;0xE7C6;DA 63 6D 85;次元ロボ ダイブレイブ
ai/002.bin;0xE7C6;46 DE 4B 88;ダークメタル・ドラゴン
ai/002.bin;0xE7C6;E7 DC 30 8A;リザードランナー アンドゥー
ai/002.bin;0xE7C6;6A D5 6E 8A;カタナライザー
ai/002.bin;0xE7C6;A0 D8 63 8D;大宇宙勇機 グランギャロップ
ai/002.bin;0xE7C6;1F 10 24 8F;上
ai/002.bin;0xE7C6;6C E6 93 8F;真黒の賢者 カロン
ai/002.bin;0xE7C6;BB E2 E9 90;永劫不敗 アシュラ・カイザー
ai/002.bin;0xE7C6;E1 26 37 94;魔竜戦鬼 チャトゥラ
ai/002.bin;0xE7C6;6A 0F 95 94;  アタッカーのパワー : %d(%d)
ai/002.bin;0xE7C6;7F BB 35 95;覇天皇竜 ドラゴニック・オーバーロード “The Ace”
ai/002.bin;0xE7C6;17 6F DB 98;ドラゴンモンク ゴジョー
ai/002.bin;0xE7C6;0C DD 47 9B;バトルシスター ぱるふぇ
ai/002.bin;0xE7C6;1A 2D D2 9C;マイスガード フォーマルハウト
ai/002.bin;0xE7C6;69 08 3B A2;蒼波竜 テトラドライブ・ドラゴン
ai/002.bin;0xE7C6;F1 51 AA A2;スチームファイター バリフ
ai/002.bin;0xE7C6;A4 F3 D7 A7;  アタッカーのクリティカル : %d
ai/002.bin;0xE7C6;BD FD F6 A7;メチャバトラー ランボール
ai/002.bin;0xE7C6;9F 77 42 AC;フレアウィップ・ドラゴン
ai/002.bin;0xE7C6;E8 2D 61 B3;鎧の化身 バー
ai/002.bin;0xE7C6;39 6A 36 B5;超鋼闘機 ヘヴィデューク
ai/002.bin;0xE7C6;F7 48 21 B9;ドラゴンナイト ジャラール
ai/002.bin;0xE7C6;8A 34 67 B9;ドラゴンダンサー モニカ
ai/002.bin;0xE7C6;88 EF 6D BC;イニグマン・トルネード
ai/002.bin;0xE7C6;ED F8 CC BD;ファイナル・レンチ
ai/002.bin;0xE7C6;11 9F 48 BE;修羅忍竜 ダラニコンゴウ
ai/002.bin;0xE7C6;CF AA 4F C1;煉獄竜 ドラゴニック・ネオフレイム
ai/002.bin;0xE7C6;7C 17 CE C1;ラナンキュラスの花乙女 アーシャ
ai/002.bin;0xE7C6;15 6E A2 C8;ウィステリアナイト
ai/002.bin;0xE7C6;AB 51 A7 CB;AI(%d) : レシピ (フラグ:%08x)
ai/002.bin;0xE7C6;D7 DA C1 D6;AI(%d) : 思考開始 (行動カテゴリ:%d)
ai/002.bin;0xE7C6;D3 27 A4 D7;ドラゴンナイト ネシャート
ai/002.bin;0xE7C6;7C 46 0A D9;忍竜 ドレッドマスター
ai/002.bin;0xE7C6;6B 1D DB DC;マシニング・モスキート mkⅡ
ai/002.bin;0xE7C6;46 CC 54 E0;魔竜戦鬼 ヤクシャ
ai/002.bin;0xE7C6;69 E8 61 E1;オーバーロード
ai/002.bin;0xE7C6;7D 1F 65 E6;獣神 ナイトジャッカル
ai/002.bin;0xE7C6;57 CD 2E E8;    
ai/002.bin;0xE7C6;CC 1A C6 E8;AI未設定 : attrib = %s
ai/002.bin;0xE7C6;7E 7A 8B EE;魔竜聖母 ジョカ
ai/002.bin;0xE7C6;39 17 8B F0;星空の解放者 ギネヴィア
ai/002.bin;0xE7C6;4B 16 BE F0;鋭気の騎士 エクター
ai/002.bin;0xE7C6;BF 43 2B F1;  アタッカー : %s
ai/002.bin;0xE7C6;27 25 50 F1;ベアダウン・サムラーイ
